Time,Eps,-Eps,Error,Actuator-Eps,Actuator,Actuator+Eps,Sensor,Sinus,Cosinus,Droite,Angle,Square
4.608,5.0,-5.0,-2.10446324555,78.0797367997,83.0797367997,88.0797367997,85.3417998302,0.5,0.8660254038,50,390,2500
4.619,5.0,-5.0,-2.33177194113,77.4826826436,82.4826826436,87.4826826436,84.8144545847,0.5150380749,0.8571673007,51,391,2601
4.63,5.0,-5.0,-1.80442669569,76.8856284875,81.8856284875,86.8856284875,84.2871093393,0.5299192642,0.8480480962,52,392,2704
4.641,5.0,-5.0,-2.47119659266,75.6318174917,81.2885743314,86.2885743314,83.759770924,0.544639035,0.8386705679,53,393,2809
4.652,5.0,-5.0,-2.6884990611,75.0347633356,80.6318174917,85.0347633356,83.3203165528,0.5591929035,0.8290375726,54,394,2916
4.663,5.0,-5.0,-2.75820797177,74.4377091795,80.0347633356,84.4377091795,82.2656260619,0.5735764364,0.8191520443,55,395,3025
4.675,5.0,-5.0,-2.82791688244,73.8406550234,78.8406550234,83.8406550234,81.562499068,0.5877852523,0.8090169944,56,396,3136
4.687,5.0,-5.0,-2.72184404463,73.2436008673,78.2436008673,83.2436008673,81.0351606528,0.6018150232,0.79863551,57,397,3249
4.698,5.0,-5.0,-2.08843279157,72.6465467112,77.6465467112,82.6465467112,80.3320336589,0.6156614753,0.7880107536,58,398,3364
4.708,5.0,-5.0,-2.68548694768,72.0494925551,77.0494925551,82.0494925551,79.6289066649,0.629320391,0.7771459615,59,399,3481
4.719,5.0,-5.0,-2.57941410987,71.452438399,76.452438399,81.452438399,78.837895627,0.6427876097,0.7660444431,60,400,3600
4.731,5.0,-5.0,-1.77022110833,70.8553842429,75.8553842429,80.8553842429,78.2226595073,0.656059029,0.7547095802,61,401,3721
4.743,5.0,-5.0,-2.34909330086,70.2583300868,75.2583300868,80.2583300868,77.6074233876,0.6691306064,0.7431448255,62,402,3844
4.753,5.0,-5.0,-2.33091133729,69.0642217745,74.6612759307,79.6612759307,76.9921872679,0.6819983601,0.7313537016,63,403,3969
4.765,5.0,-5.0,-2.31273620391,68.4671676184,74.0642217745,79.0642217745,76.3769579785,0.6946583705,0.7193398003,64,404,4096
4.776,5.0,-5.0,-2.29455424034,67.8701134623,73.4671676184,77.8701134623,75.7617218588,0.7071067812,0.7071067812,65,405,4225
4.787,5.0,-5.0,-2.36426315101,67.2730593062,72.8701134623,77.2730593062,74.7070313679,0.7193398003,0.6946583705,66,406,4356
4.799,5.0,-5.0,-2.43397206168,66.6760051501,71.6760051501,76.6760051501,74.0918020784,0.7313537016,0.6819983601,67,407,4489
4.81,5.0,-5.0,-1.88845168286,66.078950994,71.078950994,76.078950994,73.564456833,0.7431448255,0.6691306064,68,408,4624
4.822,5.0,-5.0,-2.55521474964,65.4818968379,70.4818968379,75.4818968379,73.0371115875,0.7547095802,0.656059029,69,409,4761
4.833,5.0,-5.0,-2.62492366031,64.2877885257,69.8848426818,74.8848426818,72.5097663421,0.7660444431,0.6427876097,70,410,4900
4.844,5.0,-5.0,-2.69463257098,63.6907343696,69.2877885257,73.6907343696,71.9824210967,0.7771459615,0.629320391,71,411,5041
4.855,5.0,-5.0,-2.67645743759,63.0936802135,68.6907343696,73.0936802135,71.3671918072,0.7880107536,0.6156614753,72,412,5184
4.866,5.0,-5.0,-2.74616634826,62.4966260574,67.4966260574,72.4966260574,70.3125013163,0.79863551,0.6018150232,73,413,5329
4.878,5.0,-5.0,-2.81587525893,61.8995719013,66.8995719013,71.8995719013,69.7851560709,0.8090169944,0.5877852523,74,414,5476
4.89,5.0,-5.0,-2.27035488011,60.6457609055,66.3025177451,71.3025177451,69.1699267814,0.8191520443,0.5735764364,75,415,5625
4.903,5.0,-5.0,-2.82103888194,60.0487067494,65.6457609055,70.6457609055,68.4667997874,0.8290375726,0.5591929035,76,416,5776
4.914,5.0,-5.0,-2.89074779261,59.4516525933,65.0487067494,69.4516525933,67.939454542,0.8386705679,0.544639035,77,417,5929
4.926,5.0,-5.0,-2.7846749548,58.8545984372,64.4516525933,68.8545984372,66.6210982586,0.8480480962,0.5299192642,78,418,6084
4.938,5.0,-5.0,-2.76649982142,58.2575442811,63.8545984372,68.2575442811,66.0058621389,0.8571673007,0.5150380749,79,419,6241
4.951,5.0,-5.0,-2.74831785785,57.660490125,62.660490125,67.660490125,65.214851101,0.8660254038,0.5,80,420,6400
4.962,5.0,-5.0,-1.93912485631,57.0634359689,62.0634359689,67.0634359689,64.5996149813,0.8746197071,0.4848096202,81,421,6561
4.973,5.0,-5.0,-2.60588792309,56.4663818128,61.4663818128,66.4663818128,64.0722697358,0.8829475929,0.4694715628,82,422,6724
4.985,5.0,-5.0,-2.58770595952,55.2722735005,60.8693276566,65.8693276566,63.4570336162,0.8910065242,0.4539904997,83,423,6889
4.997,5.0,-5.0,-2.65741487019,54.6752193444,60.2722735005,64.6752193444,62.9296883707,0.8987940463,0.4383711468,84,424,7056
5.008,5.0,-5.0,-2.72712378086,54.0781651883,59.6752193444,64.0781651883,61.7871070056,0.906307787,0.4226182617,85,425,7225
5.02,5.0,-5.0,-2.70894181729,53.4811110322,58.4811110322,63.4811110322,61.2597617602,0.9135454576,0.4067366431,86,426,7396
5.032,5.0,-5.0,-2.2513191429,52.8840568761,57.8840568761,62.8840568761,60.7324301751,0.9205048535,0.3907311285,87,427,7569
5.044,5.0,-5.0,-2.91807879458,52.2870061351,57.2870061351,62.2870061351,60.2050849297,0.9271838546,0.3746065934,88,428,7744
5.056,5.0,-5.0,-2.98778429015,51.0929046531,56.6899553941,61.0929046531,59.0625035646,0.9335804265,0.3583679495,89,429,7921
5.067,5.0,-5.0,-2.96959891149,50.4958539121,56.0929046531,60.4958539121,58.5351583191,0.9396926208,0.3420201433,90,430,8100
5.079,5.0,-5.0,-3.03930440706,49.898803171,54.898803171,59.898803171,57.9199221994,0.9455185756,0.3255681545,91,431,8281
5.091,5.0,-5.0,-2.40588290872,49.30175243,54.30175243,59.30175243,57.3046860798,0.9510565163,0.3090169944,92,432,8464
5.104,5.0,-5.0,-2.98474827107,48.0479448494,53.704701689,58.704701689,56.6894499601,0.956304756,0.2923717047,93,433,8649
5.115,5.0,-5.0,-3.02626899103,47.4508941084,53.0479448494,58.0479448494,56.0742138404,0.9612616959,0.2756373558,94,434,8836
5.126,5.0,-5.0,-3.09598814698,46.8538433673,52.4508941084,56.8538433673,55.5468822553,0.9659258263,0.2588190451,95,435,9025
5.136,5.0,-5.0,-2.98991189408,46.2567926263,51.8538433673,56.2567926263,54.2285191417,0.9702957263,0.2419218956,96,436,9216
5.147,5.0,-5.0,-2.97172651541,45.6597418853,50.6597418853,55.6597418853,53.6132830221,0.9743700648,0.2249510543,97,437,9409
5.159,5.0,-5.0,-2.95354113675,45.0626911443,50.6597418853,55.0626911443,52.9980469024,0.9781476007,0.2079116908,98,438,9604
5.17,5.0,-5.0,-2.93535575808,44.4656404033,49.4656404033,54.4656404033,52.3828107827,0.9816271834,0.1908089954,99,439,9801
5.187,5.0,-5.0,-2.89898500075,43.2715389213,48.8685896623,53.2715389213,51.767574663,0.984807753,0.1736481777,100,440,10000
5.201,5.0,-5.0,-2.96869049633,42.6744881803,47.6744881803,52.6744881803,50.7128978325,0.9876883406,0.156434465,101,441,10201
5.215,5.0,-5.0,-3.02022427362,41.4803866982,47.0774374392,52.0774374392,50.0976617129,0.9902680687,0.139173101,102,442,10404
5.228,5.0,-5.0,-3.08992976919,40.8833359572,46.4803866982,50.8833359572,49.042971222,0.9925461516,0.1218693434,103,443,10609
5.241,5.0,-5.0,-3.15963526476,40.2862852162,45.2862852162,50.2862852162,48.4277351023,0.9945218954,0.1045284633,104,444,10816
5.253,5.0,-5.0,-2.61410464066,39.6892344752,44.6892344752,49.6892344752,47.9003898569,0.9961946981,0.0871557427,105,445,11025
5.264,5.0,-5.0,-3.19297000301,38.4951329932,44.0921837342,49.0921837342,47.2851537372,0.9975640503,0.0697564737,106,446,11236
5.276,5.0,-5.0,-3.26267549858,37.8980822522,43.4951329932,48.4951329932,46.7578084917,0.9986295348,0.0523359562,107,447,11449
5.287,5.0,-5.0,-3.2445037803,37.3010315111,42.8980822522,47.3010315111,46.1425860325,0.999390827,0.0348994967,108,448,11664
5.299,5.0,-5.0,-3.22631840163,36.7039807701,41.7039807701,46.7039807701,44.9121137931,0.9998476952,0.0174524064,109,449,11881
5.311,5.0,-5.0,-3.20813302297,36.1069300291,41.1069300291,46.1069300291,44.3847685477,1,3.06161699786838E-016,110,450,12100
5.323,5.0,-5.0,-3.17176226564,35.5098792881,40.5098792881,45.5098792881,43.6816415537,0.9998476952,-0.0174524064,111,451,12321
5.334,5.0,-5.0,-3.24146776121,34.3157778061,39.9128285471,44.9128285471,43.1542963083,0.999390827,-0.0348994967,112,452,12544
5.346,5.0,-5.0,-3.22328238254,33.6590209664,39.3157778061,44.3157778061,42.5390601886,0.9986295348,-0.0523359562,113,453,12769
5.357,5.0,-5.0,-3.35269397675,33.0619702254,38.0619702254,43.0619702254,41.3086016096,0.9975640503,-0.0697564737,114,454,12996
5.369,5.0,-5.0,-3.24663138422,32.4649194844,38.0619702254,42.4649194844,41.3086016096,0.9961946981,-0.0871557427,115,455,13225
5.381,5.0,-5.0,-3.3163368798,31.8678687434,36.8678687434,41.8678687434,39.990238496,0.9945218954,-0.1045284633,116,456,13456
5.393,5.0,-5.0,-3.12236975265,31.2708180024,36.2708180024,41.2708180024,39.4628932506,0.9925461516,-0.1218693434,117,457,13689
5.404,5.0,-5.0,-2.57683912855,30.6737672614,35.6737672614,40.6737672614,38.8476571309,0.9902680687,-0.139173101,118,458,13924
5.415,5.0,-5.0,-2.55865374988,30.0767165204,35.0767165204,40.0767165204,38.2324210113,0.9876883406,-0.156434465,119,459,14161
5.426,5.0,-5.0,-3.13751911223,29.4796657793,34.4796657793,39.4796657793,37.6171848916,0.984807753,-0.1736481777,120,460,14400
5.437,5.0,-5.0,-3.11933373357,28.2855642973,33.8826150383,38.2855642973,37.0019487719,0.9816271834,-0.1908089954,121,461,14641
5.449,5.0,-5.0,-3.18905288952,27.6885135563,33.2855642973,37.6885135563,36.4746171868,0.9781476007,-0.2079116908,122,462,14884
5.461,5.0,-5.0,-3.25875838509,27.0914628153,32.0914628153,37.0914628153,35.2441449475,0.9743700648,-0.2249510543,123,463,15129
5.472,5.0,-5.0,-3.15268213219,26.4944120743,31.4944120743,36.4944120743,34.716799702,0.9702957263,-0.2419218956,124,464,15376
5.484,5.0,-5.0,-3.2042022491,25.8973613333,30.8973613333,35.8973613333,34.1015635824,0.9659258263,-0.2588190451,125,465,15625
5.497,5.0,-5.0,-3.27390774467,24.7032598512,30.3003105923,34.7032598512,33.5742183369,0.9612616959,-0.2756373558,126,466,15876
5.51,5.0,-5.0,-3.25572236601,24.1062091102,29.7032598512,34.1062091102,32.4316369718,0.956304756,-0.2923717047,127,467,16129
5.522,5.0,-5.0,-3.32542786158,23.5091566617,28.5091566617,33.5091566617,31.8164008521,0.9510565163,-0.3090169944,128,468,16384
5.533,5.0,-5.0,-2.60413085693,22.9121042131,27.9121042131,32.9121042131,31.1132875186,0.9455185756,-0.3255681545,129,469,16641
5.544,5.0,-5.0,-2.67383806005,22.3150517645,27.3150517645,32.3150517645,30.5859422732,0.9396926208,-0.3420201433,130,470,16900
5.555,5.0,-5.0,-3.31241122857,21.0612424763,26.6582949249,31.6582949249,29.9707061535,0.9335804265,-0.3583679495,131,471,17161
5.566,5.0,-5.0,-3.38211843169,21.0612424763,26.0612424763,31.0612424763,29.443360908,0.9271838546,-0.3746065934,132,472,17424
5.577,5.0,-5.0,-3.45182563482,20.4641900278,25.4641900278,30.4641900278,28.9160156626,0.9205048535,-0.3907311285,133,473,17689
5.589,5.0,-5.0,-3.25786021522,19.2700851307,24.8671375792,29.2700851307,27.4218708005,0.9135454576,-0.4067366431,134,474,17956
5.601,5.0,-5.0,-3.15178566986,18.6730326821,24.2700851307,28.6730326821,26.8945255551,0.906307787,-0.4226182617,135,475,18225
5.612,5.0,-5.0,-3.22149287298,18.0759802335,23.0759802335,28.0759802335,26.2793030958,0.8987940463,-0.4383711468,136,476,18496
5.624,5.0,-5.0,-3.20332286224,17.478927785,22.478927785,27.478927785,25.7519578503,0.8910065242,-0.4539904997,137,477,18769
5.635,5.0,-5.0,-2.56990307145,16.8818753364,21.8818753364,26.8818753364,25.0488308564,0.8829475929,-0.4694715628,138,478,19044
5.646,5.0,-5.0,-3.23666272313,16.2848228879,21.2848228879,26.2848228879,24.521485611,0.8746197071,-0.4848096202,139,479,19321
5.657,5.0,-5.0,-3.21847905201,15.0907179907,20.6877704393,25.6877704393,23.9062494913,0.8660254038,-0.5,140,480,19600
5.669,5.0,-5.0,-3.20029538089,14.4936655422,20.0907179907,24.4936655422,22.675777252,0.8571673007,-0.5150380749,141,481,19881
5.681,5.0,-5.0,-3.18211170978,13.8966130936,18.8966130936,23.8966130936,22.2363228808,0.8480480962,-0.5299192642,142,482,20164
5.695,5.0,-5.0,-2.72448732784,13.2995606451,18.2995606451,23.2995606451,21.6211004215,0.8386705679,-0.544639035,143,483,20449
5.706,5.0,-5.0,-2.70630365672,12.7025081965,17.7025081965,22.7025081965,21.0058643018,0.8290375726,-0.5591929035,144,484,20736
5.717,5.0,-5.0,-3.28517243416,11.5084032994,17.1054557479,22.1054557479,20.3906281821,0.8191520443,-0.5735764364,145,485,21025
5.729,5.0,-5.0,-3.35487963728,10.9113508508,16.5084032994,20.9113508508,19.8632829367,0.8090169944,-0.5877852523,146,486,21316
5.739,5.0,-5.0,-3.33669596617,10.3142984023,15.9113508508,20.3142984023,18.6328106973,0.79863551,-0.6018150232,147,487,21609
5.75,5.0,-5.0,-3.31851229505,9.7172459537,15.3142984023,19.7172459537,18.0175745776,0.7880107536,-0.6156614753,148,488,21904
5.762,5.0,-5.0,-3.30032862393,9.12019435891,14.1201943589,19.1201943589,17.402338458,0.7771459615,-0.629320391,149,489,22201
5.773,5.0,-5.0,-2.75481251398,8.52314276413,13.5231427641,18.5231427641,16.8750068729,0.7660444431,-0.6427876097,150,490,22500
5.784,5.0,-5.0,-2.73662798909,7.86638592448,12.8663859245,17.8663859245,16.2597707532,0.7547095802,-0.656059029,151,491,22801
5.795,5.0,-5.0,-3.2873094296,7.2693343297,12.2693343297,17.2693343297,15.5566437593,0.7431448255,-0.6691306064,152,492,23104
5.807,5.0,-5.0,-3.26912490471,6.07523114012,11.6722827349,16.6722827349,14.9414076396,0.7313537016,-0.6819983601,153,493,23409
5.818,5.0,-5.0,-3.16304950558,5.47817954534,11.0752311401,15.4781795453,14.2382806457,0.7193398003,-0.6946583705,154,494,23716
5.829,5.0,-5.0,-3.14486498068,4.88112795055,10.4781795453,15.4781795453,13.623044526,0.7071067812,-0.7071067812,155,495,24025
5.841,5.0,-5.0,-3.12668045579,4.28407635577,9.88112795055,14.2840763558,13.0078084063,0.6946583705,-0.7193398003,156,496,24336
5.853,5.0,-5.0,-3.1084959309,3.68702476098,8.68702476098,13.687024761,11.6894589531,0.6819983601,-0.7313537016,157,497,24649
5.866,5.0,-5.0,-2.47508894671,3.08997316619,8.08997316619,13.0899731662,11.1621137077,0.6691306064,-0.7431448255,158,498,24964
5.879,5.0,-5.0,-3.0539560166,1.89586954973,7.49292157141,12.4929215714,10.546877588,0.656059029,-0.7547095802,159,499,25281
5.891,5.0,-5.0,-3.12366279284,1.29881752806,6.89586954973,11.2988175281,9.40429622289,0.6427876097,-0.7660444431,160,500,25600
5.905,5.0,-5.0,-3.10547869484,0.701765506385,5.70176550639,10.7017655064,8.78906010322,0.629320391,-0.7771459615,161,501,25921
5.916,5.0,-5.0,-2.55994935139,0.104713484712,5.10471348471,10.1047134847,8.26171485778,0.6156614753,-0.7880107536,162,502,26244
5.928,5.0,-5.0,-3.13881727506,-1.08939055863,4.50766146304,9.50766146304,7.6464787381,0.6018150232,-0.79863551,163,503,26569
5.94,5.0,-5.0,-3.20853771167,-1.68644258031,3.91060944137,8.31355741969,7.11914715304,0.5877852523,-0.8090169944,164,504,26896
5.951,5.0,-5.0,-3.19035361367,-2.28349460198,3.31355741969,7.71650539802,5.88867491368,0.5735764364,-0.8191520443,165,505,27225
5.962,5.0,-5.0,-3.17216951566,-2.88054641021,2.11945358979,7.11945358979,5.27343879401,0.5591929035,-0.8290375726,166,506,27556
5.973,5.0,-5.0,-3.15398520422,-3.47759821844,1.52240178156,6.52240178156,4.65820267433,0.544639035,-0.8386705679,167,507,27889
5.984,5.0,-5.0,-3.13580089277,-4.07465013339,0.925349866607,5.92534986661,3.95507568041,0.5299192642,-0.8480480962,168,508,28224
5.995,5.0,-5.0,-2.41448969412,-4.67170204834,0.328297951655,5.32829795166,3.33983956073,0.5150380749,-0.8571673007,169,509,28561
6.006,5.0,-5.0,-2.99335740435,-5.2687539633,-0.268753963297,4.7312460367,2.72460344105,0.5,-0.8660254038,170,510,28900
6.018,5.0,-5.0,-3.06307773424,-6.4628577932,-0.865805878248,3.5371422068,2.19727185599,0.4848096202,-0.8746197071,171,511,29241
6.029,5.0,-5.0,-3.04489352951,-7.11961473956,-1.4628577932,2.88038526044,1.58203573632,0.4694715628,-0.8829475929,172,512,29584
6.04,5.0,-5.0,-3.0864143562,-7.71666676124,-2.71666676124,2.28333323876,0.439454371199,0.4539904997,-0.8910065242,173,513,29929
6.052,5.0,-5.0,-3.15612113244,-8.31371878291,-3.31371878291,1.68628121709,-0.263672622719,0.4383711468,-0.8987940463,174,514,30276
6.063,5.0,-5.0,-3.05004616019,-8.91077080458,-3.31371878291,1.08922919542,-0.878908742397,0.4226182617,-0.906307787,175,515,30625
6.074,5.0,-5.0,-3.03186206219,-9.50782282626,-4.50782282626,0.492177173742,-1.49414486208,0.4067366431,-0.9135454576,176,516,30976
6.087,5.0,-5.0,-2.31055097026,-10.1048748479,-5.10487484793,-0.104874847931,-2.19727185599,0.3907311285,-0.9205048535,177,517,31329
6.1,5.0,-5.0,-3.06521430279,-11.2989788913,-5.7019268696,-0.701926869604,-2.63671256681,0.3746065934,-0.9271838546,178,518,31684
6.111,5.0,-5.0,-2.95913933055,-11.896030913,-6.29897889128,-1.89603091295,-3.33983956073,0.3583679495,-0.9335804265,179,519,32041
6.122,5.0,-5.0,-2.94095523254,-12.4930829346,-6.89603091295,-2.49308293462,-4.48242092585,0.3420201433,-0.9396926208,180,520,32400
6.134,5.0,-5.0,-3.01066200878,-13.0901345294,-8.09013452941,-3.09013452941,-5.09765704553,0.3255681545,-0.9455185756,181,521,32761
6.146,5.0,-5.0,-2.99247748389,-13.6871861242,-8.6871861242,-3.6871861242,-5.62500229096,0.3090169944,-0.9510565163,182,522,33124
6.16,5.0,-5.0,-3.04399930834,-14.8812893138,-9.28423771898,-4.28423771898,-6.24023841064,0.2923717047,-0.956304756,183,523,33489
6.171,5.0,-5.0,-3.11370565769,-15.4783409086,-9.88128931377,-5.47834090856,-6.76758365608,0.2756373558,-0.9612616959,184,524,33856
6.182,5.0,-5.0,-3.09553479318,-16.0753925033,-10.4783409086,-6.07539250334,-7.99804223506,0.2588190451,-0.9659258263,185,525,34225
6.195,5.0,-5.0,-3.07735026829,-16.6724440981,-11.6724440981,-6.67244409813,-8.61327835474,0.2419218956,-0.9702957263,186,526,34596
6.205,5.0,-5.0,-3.05916574339,-17.2694956929,-12.2694956929,-7.26949569292,-9.14062360017,0.2249510543,-0.9743700648,187,527,34969
6.216,5.0,-5.0,-2.42574509882,-17.8665472877,-12.8665472877,-7.8665472877,-9.84375059409,0.2079116908,-0.9781476007,188,528,35344
6.228,5.0,-5.0,-3.09250304296,-18.4635988825,-13.4635988825,-8.46359888249,-10.3710958395,0.1908089954,-0.9816271834,189,529,35721
6.239,5.0,-5.0,-3.07431851807,-19.6577020721,-14.0606504773,-9.65770207206,-10.9863319592,0.1736481777,-0.984807753,190,530,36100
6.252,5.0,-5.0,-2.96824311894,-20.2547545206,-14.6577020721,-10.2547545206,-12.1289133243,0.156434465,-0.9876883406,191,531,36481
6.264,5.0,-5.0,-3.1258411963,-20.9115113603,-15.9115113603,-10.9115113603,-12.8320266579,0.139173101,-0.9902680687,192,532,36864
6.276,5.0,-5.0,-2.46424858272,-21.5085638088,-16.5085638088,-11.5085638088,-13.4472627775,0.1218693434,-0.9925461516,193,533,37249
6.288,5.0,-5.0,-3.04311736017,-22.7026687059,-17.1056162574,-12.1056162574,-14.0624988972,0.1045284633,-0.9945218954,194,534,37636
6.299,5.0,-5.0,-3.11282456329,-23.2997211545,-17.7026687059,-13.2997211545,-14.5898441427,0.0871557427,-0.9961946981,195,535,38025
6.309,5.0,-5.0,-3.00675001793,-23.8967736031,-18.2997211545,-13.8967736031,-15.2929711366,0.0697564737,-0.9975640503,196,536,38416
6.32,5.0,-5.0,-2.98856634681,-24.4938260516,-18.8967736031,-14.4938260516,-15.9082072563,0.0523359562,-0.9986295348,197,537,38809
6.332,5.0,-5.0,-2.97038267569,-25.0908785002,-20.0908785002,-15.0908785002,-17.1386658352,0.0348994967,-0.999390827,198,538,39204
6.343,5.0,-5.0,-2.95221266495,-25.6879309487,-20.0908785002,-15.6879309487,-17.7539019549,0.0174524064,-0.9998476952,199,539,39601
6.359,5.0,-5.0,-2.23090199992,-26.8820358459,-21.2849833973,-16.2849833973,-18.4570289488,3.67394039744206E-016,-1,200,540,40000
6.375,5.0,-5.0,-2.8976616516,-27.4790882944,-22.4790882944,-17.4790882944,-19.5996103139,-0.0174524064,-0.9998476952,201,541,40401
6.389,5.0,-5.0,-2.35213273504,-28.6731931915,-23.076140743,-18.076140743,-20.1269555594,-0.0348994967,-0.999390827,202,542,40804
6.402,5.0,-5.0,-2.93100151249,-29.2702456401,-23.6731931915,-19.2702456401,-20.7421916791,-0.0523359562,-0.9986295348,203,543,41209
6.414,5.0,-5.0,-2.91281784137,-29.8672980887,-24.2702456401,-19.8672980887,-21.972650258,-0.0697564737,-0.9975640503,204,544,41616
6.425,5.0,-5.0,-2.89464783063,-30.4643505372,-25.4643505372,-20.4643505372,-22.5878863777,-0.0871557427,-0.9961946981,205,545,42025
6.437,5.0,-5.0,-2.26122803983,-31.0614029858,-26.0614029858,-21.0614029858,-23.2031224974,-0.1045284633,-0.9945218954,206,546,42436
6.45,5.0,-5.0,-2.84009681728,-32.2555078829,-26.6584554343,-22.2555078829,-23.8183586171,-0.1218693434,-0.9925461516,207,547,42849
6.461,5.0,-5.0,-2.73402227192,-32.8525603315,-27.2555078829,-22.8525603315,-24.521485611,-0.139173101,-0.9902680687,208,548,43264
6.473,5.0,-5.0,-2.80372947504,-33.44961278,-27.8525603315,-23.44961278,-25.0488308564,-0.156434465,-0.9876883406,209,549,43681
6.485,5.0,-5.0,-2.69765492968,-34.046663521,-29.046663521,-24.046663521,-26.36719397,-0.1736481777,-0.984807753,210,550,44100
6.497,5.0,-5.0,-2.15213796596,-34.7034203607,-29.7034203607,-24.7034203607,-26.8945255551,-0.1908089954,-0.9816271834,211,551,44521
6.506,5.0,-5.0,-2.10576781168,-35.3004711017,-30.3004711017,-25.3004711017,-27.597652549,-0.2079116908,-0.9781476007,212,552,44944
6.518,5.0,-5.0,-2.77252404827,-35.8975218427,-30.8975218427,-25.8975218427,-28.1249977944,-0.2249510543,-0.9743700648,213,553,45369
6.529,5.0,-5.0,-2.66644779537,-36.4945725837,-31.4945725837,-26.4945725837,-28.8281247884,-0.2419218956,-0.9702957263,214,554,45796
6.539,5.0,-5.0,-2.73615329094,-37.0916233247,-32.0916233247,-27.0916233247,-29.3554700338,-0.2588190451,-0.9659258263,215,555,46225
6.551,5.0,-5.0,-2.71796791227,-38.2857248068,-32.6886740658,-27.6886740658,-29.9707061535,-0.2756373558,-0.9612616959,216,556,46656
6.564,5.0,-5.0,-2.69978253361,-38.8827755478,-33.2857248068,-28.8827755478,-30.5859422732,-0.2923717047,-0.956304756,217,557,47089
6.575,5.0,-5.0,-2.5937062807,-39.4798262888,-33.8827755478,-29.4798262888,-31.9042917264,-0.3090169944,-0.9510565163,218,558,47524
6.588,5.0,-5.0,-2.57553456242,-40.0768770298,-35.0768770298,-30.0768770298,-32.519527846,-0.3255681545,-0.9455185756,219,559,47961
6.6,5.0,-5.0,-1.94211306407,-40.6739277708,-35.6739277708,-30.6739277708,-33.1347639657,-0.3420201433,-0.9396926208,220,560,48400
6.61,5.0,-5.0,-2.60886930066,-41.2709785118,-36.2709785118,-31.2709785118,-33.6621092112,-0.3583679495,-0.9335804265,221,561,48841
6.621,5.0,-5.0,-2.67857479624,-41.8680292528,-36.8680292528,-31.8680292528,-34.1894544566,-0.3746065934,-0.9271838546,222,562,49284
6.632,5.0,-5.0,-2.66038941757,-43.0621307349,-37.4650799939,-32.4650799939,-34.8046905763,-0.3907311285,-0.9205048535,223,563,49729
6.644,5.0,-5.0,-2.73009491315,-43.6591814759,-38.0621307349,-33.6591814759,-35.9472719414,-0.4067366431,-0.9135454576,224,564,50176
6.655,5.0,-5.0,-2.71190953448,-44.2562322169,-38.6591814759,-34.2562322169,-36.5624944007,-0.4226182617,-0.906307787,225,565,50625
6.666,5.0,-5.0,-2.69373781619,-44.8532829579,-39.8532829579,-34.8532829579,-37.0898396461,-0.4383711468,-0.8987940463,226,566,51076
6.677,5.0,-5.0,-2.14820719209,-45.4503336989,-40.4503336989,-35.4503336989,-37.7050757658,-0.4539904997,-0.8910065242,227,567,51529
6.689,5.0,-5.0,-2.7452579331,-46.6444351809,-41.0473844399,-36.0473844399,-38.4082027597,-0.4694715628,-0.8829475929,228,568,51984
6.701,5.0,-5.0,-2.53310542729,-47.241485922,-41.6444351809,-37.241485922,-39.1113297537,-0.4848096202,-0.8746197071,229,569,52441
6.713,5.0,-5.0,-2.60281092287,-47.8982427616,-42.241485922,-37.8982427616,-39.6386749991,-0.5,-0.8660254038,230,570,52900
6.725,5.0,-5.0,-2.64433164283,-48.4952935026,-43.4952935026,-38.4952935026,-40.8691472384,-0.5150380749,-0.8571673007,231,571,53361
6.736,5.0,-5.0,-2.62614626417,-49.0923442436,-43.4952935026,-39.0923442436,-41.4843696977,-0.5299192642,-0.8480480962,232,572,53824
6.748,5.0,-5.0,-2.60797454588,-49.6893949846,-44.6893949846,-39.6893949846,-42.1874966917,-0.544639035,-0.8386705679,233,573,54289
6.76,5.0,-5.0,-2.48371291431,-50.2864457257,-45.2864457257,-40.2864457257,-42.8027328113,-0.5591929035,-0.8290375726,234,574,54756
6.77,5.0,-5.0,-2.64130928412,-51.4805472077,-45.8834964667,-40.8834964667,-43.2421871825,-0.5735764364,-0.8191520443,235,575,55225
6.781,5.0,-5.0,-2.53523303122,-51.4805472077,-46.4805472077,-41.4805472077,-43.9453141765,-0.5877852523,-0.8090169944,236,576,55696
6.793,5.0,-5.0,-2.51704765255,-52.6746486897,-47.0775979487,-42.0775979487,-44.5605502961,-0.6018150232,-0.79863551,237,577,56169
6.804,5.0,-5.0,-2.41097139965,-53.2716994307,-47.6746486897,-43.2716994307,-45.2636772901,-0.6156614753,-0.7880107536,238,578,56644
6.815,5.0,-5.0,-2.39278602098,-53.8687501717,-48.2716994307,-43.8687501717,-45.8789134097,-0.629320391,-0.7771459615,239,579,57121
6.825,5.0,-5.0,-2.3746143027,-54.4658009127,-48.8687501717,-44.4658009127,-47.1093719887,-0.6427876097,-0.7660444431,240,580,57600
6.836,5.0,-5.0,-2.35642892403,-55.0628516538,-49.4658009127,-45.0628516538,-47.6367172341,-0.656059029,-0.7547095802,241,581,58081
6.849,5.0,-5.0,-2.42613441961,-55.6599023948,-50.6599023948,-45.6599023948,-48.2519533538,-0.6691306064,-0.7431448255,242,582,58564
6.861,5.0,-5.0,-2.38976366228,-56.2569531358,-51.2569531358,-46.2569531358,-48.8671894735,-0.6819983601,-0.7313537016,243,583,59049
